nom_ent,ambito,rubro,mean,se,cv,confianza
Veracruz,Urbano,Gasto corriente,13059.608729130243,323.64460083915117,0.024782105463637853,Alta
Veracruz,Urbano,NANV,6814.543685430127,241.13425514552617,0.03538523873008322,Alta
Veracruz,Urbano,Vivienda,1211.6899934585426,53.07307582031958,0.04380086994762778,Alta
Yucatán,Rural,Alimentos,5346.405275269882,124.33954408929026,0.023256662689682406,Alta
Yucatán,Rural,Gasto corriente,10983.797227360203,301.0194115808864,0.027405769184363583,Alta
Yucatán,Rural,NANV,5198.335085867195,198.92354129035715,0.03826677926768786,Alta
Yucatán,Rural,Vivienda,439.0568662231264,21.024580028141962,0.047885778917433855,Alta
Yucatán,Urbano,Alimentos,6428.346089623646,126.03096093642338,0.019605503371988176,Alta
Yucatán,Urbano,Gasto corriente,17970.806622395,590.2354966170562,0.0328441293159046,Alta
Yucatán,Urbano,NANV,10278.96427452796,498.7438016386758,0.04852082255744386,Alta
Yucatán,Urbano,Vivienda,1263.4962582433957,54.86386600915703,0.043422262354328424,Alta
Zacatecas,Rural,Alimentos,3709.4403142383135,103.46519080377224,0.02789239940231186,Alta
Zacatecas,Rural,Gasto corriente,9972.69669274795,333.9255033787184,0.03348397265721977,Alta
Zacatecas,Rural,NANV,5574.451884587933,260.05411143404956,0.0466510639643404,Alta
Zacatecas,Rural,Vivienda,688.8044939217026,24.422007387778844,0.03545564467608559,Alta
Zacatecas,Urbano,Alimentos,5199.442431628955,102.4868631901038,0.019711125671218417,Alta
Zacatecas,Urbano,Gasto corriente,15176.895673298868,379.8652602057887,0.025029180432075852,Alta
Zacatecas,Urbano,NANV,8758.290050868341,301.86415602221246,0.0344661063140155,Alta
Zacatecas,Urbano,Vivienda,1219.163190801572,46.27088167597843,0.03795298449386122,Alta
