clave,precio,nom_ent,cantidad,cantidad_se,cantidad_cv,cantidad_low,cantidad_upp,valor
011942,59.3333333333333,Chihuahua,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5.93333333333333
011942,50,Ciudad de México,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5
011942,100,Coahuila,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,100,Colima,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,62.5,Durango,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,6.25
011942,66.6666666666667,Guanajuato,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,6.66666666666667
011942,100,Guerrero,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,66.6666666666667,Hidalgo,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,6.66666666666667
011942,100,Jalisco,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,100,Michoacán,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,52.0833333333333,Morelos,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5.20833333333333
011942,100,México,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,55.5555555555556,Nayarit,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5.55555555555556
011942,83.3333333333333,Nuevo León,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,8.33333333333333
011942,83.3333333333333,Oaxaca,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,8.33333333333333
011942,58.8235294117647,Puebla,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5.88235294117647
011942,71.4285714285714,Querétaro,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,7.14285714285714
011942,100,Quintana Roo,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,10
011942,90.9090909090909,San Luis Potosí,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,9.09090909090909
011942,80,Sinaloa,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,8
011942,66.6666666666667,Sonora,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,6.66666666666667
011942,150,Tabasco,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,15
011942,157.142857142857,Tamaulipas,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,15.7142857142857
011942,47.6190476190476,Tlaxcala,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,4.76190476190476
011942,83.3333333333333,Veracruz,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,8.33333333333333
011942,121.951219512195,Yucatán,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,12.1951219512195
011942,50,Zacatecas,0.1,0.00509126271465055,0.0509126271465055,0.1,0.12,5
012100,27,Aguascalientes,1,0.127322600068478,0.127322600068478,1,1.5,27
012100,27.2,Baja California,1,0.127322600068478,0.127322600068478,1,1.5,27.2
012100,30,Baja California Sur,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,30,Campeche,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,30,Chiapas,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,30,Chihuahua,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,26,Ciudad de México,1,0.127322600068478,0.127322600068478,1,1.5,26
012100,33.2307692307692,Coahuila,1,0.127322600068478,0.127322600068478,1,1.5,33.2307692307692
012100,26,Colima,1,0.127322600068478,0.127322600068478,1,1.5,26
012100,32,Durango,1,0.127322600068478,0.127322600068478,1,1.5,32
012100,30,Guanajuato,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,30,Guerrero,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,28.3333333333333,Hidalgo,1,0.127322600068478,0.127322600068478,1,1.5,28.3333333333333
012100,24,Jalisco,1,0.127322600068478,0.127322600068478,1,1.5,24
012100,30,Michoacán,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,29.535864978903,Morelos,1,0.127322600068478,0.127322600068478,1,1.5,29.535864978903
012100,30,México,1,0.127322600068478,0.127322600068478,1,1.5,30
012100,20,Nayarit,1,0.127322600068478,0.127322600068478,1,1.5,20
