clave,precio,nom_ent,cantidad,cantidad_se,cantidad_cv,cantidad_low,cantidad_upp,valor
111124,50,Nacional,1.5,0.254961834433391,0.169974556288927,1,2,75
111126,140,Nacional,1,0.12742352118547,0.12742352118547,1,1.5,140
181124,80,Nacional,1,0.0509856911339203,0.0509856911339203,1,1.2,80
181125,110,Nacional,1,0.0509656619474441,0.0509656619474441,1,1.2,110
181126,108,Nacional,0.333,0.025493891938826,0.0765582340505286,0.3,0.4,35.964
181134,22,Nacional,1,0.12740548779508,0.12740548779508,1,1.5,22
011111,32,Aguascalientes,1,0.254946992887929,0.254946992887929,1,2,32
011111,30,Baja California,1,0.254946992887929,0.254946992887929,1,2,30
011111,28,Baja California Sur,1,0.254946992887929,0.254946992887929,1,2,28
011111,28,Campeche,1,0.254946992887929,0.254946992887929,1,2,28
011111,28,Chiapas,1,0.254946992887929,0.254946992887929,1,2,28
011111,30,Chihuahua,1,0.254946992887929,0.254946992887929,1,2,30
011111,32,Ciudad de México,1,0.254946992887929,0.254946992887929,1,2,32
011111,30,Coahuila,1,0.254946992887929,0.254946992887929,1,2,30
011111,30,Colima,1,0.254946992887929,0.254946992887929,1,2,30
011111,35,Durango,1,0.254946992887929,0.254946992887929,1,2,35
011111,30,Guanajuato,1,0.254946992887929,0.254946992887929,1,2,30
011111,25,Guerrero,1,0.254946992887929,0.254946992887929,1,2,25
011111,30,Hidalgo,1,0.254946992887929,0.254946992887929,1,2,30
011111,32,Jalisco,1,0.254946992887929,0.254946992887929,1,2,32
011111,27,Michoacán,1,0.254946992887929,0.254946992887929,1,2,27
011111,28,Morelos,1,0.254946992887929,0.254946992887929,1,2,28
011111,30,México,1,0.254946992887929,0.254946992887929,1,2,30
011111,32,Nayarit,1,0.254946992887929,0.254946992887929,1,2,32
011111,30,Nuevo León,1,0.254946992887929,0.254946992887929,1,2,30
011111,30,Oaxaca,1,0.254946992887929,0.254946992887929,1,2,30
011111,28,Puebla,1,0.254946992887929,0.254946992887929,1,2,28
011111,30,Querétaro,1,0.254946992887929,0.254946992887929,1,2,30
011111,27,Quintana Roo,1,0.254946992887929,0.254946992887929,1,2,27
011111,28,San Luis Potosí,1,0.254946992887929,0.254946992887929,1,2,28
011111,30,Sinaloa,1,0.254946992887929,0.254946992887929,1,2,30
011111,28,Sonora,1,0.254946992887929,0.254946992887929,1,2,28
011111,26.6666666666667,Tabasco,1,0.254946992887929,0.254946992887929,1,2,26.6666666666667
011111,25,Tamaulipas,1,0.254946992887929,0.254946992887929,1,2,25
011111,30,Tlaxcala,1,0.254946992887929,0.254946992887929,1,2,30
011111,24,Veracruz,1,0.254946992887929,0.254946992887929,1,2,24
011111,28,Yucatán,1,0.254946992887929,0.254946992887929,1,2,28
011111,34,Zacatecas,1,0.254946992887929,0.254946992887929,1,2,34
011131,22,Aguascalientes,1,0.12752405238665,0.12752405238665,1,1.5,22
011131,27,Baja California,1,0.12752405238665,0.12752405238665,1,1.5,27
011131,28,Baja California Sur,1,0.12752405238665,0.12752405238665,1,1.5,28
011131,26,Campeche,1,0.12752405238665,0.12752405238665,1,1.5,26
011131,22,Chiapas,1,0.12752405238665,0.12752405238665,1,1.5,22
011131,23,Chihuahua,1,0.12752405238665,0.12752405238665,1,1.5,23
011131,22,Ciudad de México,1,0.12752405238665,0.12752405238665,1,1.5,22
011131,24,Coahuila,1,0.12752405238665,0.12752405238665,1,1.5,24
011131,28,Colima,1,0.12752405238665,0.12752405238665,1,1.5,28
011131,22,Durango,1,0.12752405238665,0.12752405238665,1,1.5,22
011131,22,Guanajuato,1,0.12752405238665,0.12752405238665,1,1.5,22
011131,30,Guerrero,1,0.12752405238665,0.12752405238665,1,1.5,30
011131,22,Hidalgo,1,0.12752405238665,0.12752405238665,1,1.5,22
011131,24,Jalisco,1,0.12752405238665,0.12752405238665,1,1.5,24
011131,25,Michoacán,1,0.12752405238665,0.12752405238665,1,1.5,25
011131,25,Morelos,1,0.12752405238665,0.12752405238665,1,1.5,25
011131,20,México,1,0.12752405238665,0.12752405238665,1,1.5,20
011131,28,Nayarit,1,0.12752405238665,0.12752405238665,1,1.5,28
011131,25,Nuevo León,1,0.12752405238665,0.12752405238665,1,1.5,25
